c_reviews,label
"food is amazing never expected such quality food in a small town like berhampur normally it remains crowdy and wait time even longer
service response is very slow",1
excellent multiciisine restaurant food and ambience is superb and very much affordable and friendly ofcourse the location is conjusted two wheeler access is good but four wheeler is some what problematic,1
nice place for family time,1
very nice restaurant  tasty food good ambience parking also available,1
super good place to go with family and friends,1
earlier it seems to have good cookchef now the food isnt that great over pricey,-1
zero stars horrible experience they took the order and didnt have half the items we ordered we checked with them if the items are available before ordering and they said yes but it ended up being extremely frustrating,-1
too pricey for the food but taste is not that much delicious as much we pay but overall its a nice place for biriyani kabab n all,-1
food tasty  service good rate reasonable,1
"ambience is wow
food is yum
servicing is good
they can play better music though ",1
a middle range budget restaurant  with vegnon veg dishes having good interriors cleanliness  marks more custimer friendly needed,1
this hotel located at subbarao choko you can get vegetarian non vegetarian food this  hotel comfort for families and little parties maximum  to  members comfortable price also reasonable,1
nice hotelit served testy foodit served all types indian and other countries dishesits inside decorations is perfect and beautifulits waiters are very friendly,1
"one of the worst sizler ever tasted
when asked to the concerned person his reply was very dissatisfied",-1
very delicious food and service  is fine,1
"good place to hangout with family and friends
nice food and ambience is also good",1
